race_number,horse_number,horse_name,jockey,trainer,morning_line,early_speed,late_speed,dirt_starts,dirt_wins,synth_starts,synth_wins,turf_starts,turf_wins,distance_starts,distance_wins,hist1_date,hist1_type,hist1_class,hist1_beyer,hist1_first_call,hist1_last_call,hist2_date,hist2_type,hist2_class,hist2_beyer,hist2_first_call,hist2_last_call,hist3_date,hist3_type,hist3_class,hist3_beyer,hist3_first_call,hist3_last_call,hist4_date,hist4_type,hist4_class,hist4_beyer,hist4_first_call,hist4_last_call,hist5_date,hist5_type,hist5_class,hist5_beyer,hist5_first_call,hist5_last_call,hist6_date,hist6_type,hist6_class,hist6_beyer,hist6_first_call,hist6_last_call,hist7_date,hist7_type,hist7_class,hist7_beyer,hist7_first_call,hist7_last_call,hist8_date,hist8_type,hist8_class,hist8_beyer,hist8_first_call,hist8_last_call,hist9_date,hist9_type,hist9_class,hist9_beyer,hist9_first_call,hist9_last_call,hist10_date,hist10_type,hist10_class,hist10_beyer,hist10_first_call,hist10_last_call,hist11_date,hist11_type,hist11_class,hist11_beyer,hist11_first_call,hist11_last_call,hist12_date,hist12_type,hist12_class,hist12_beyer,hist12_first_call,hist12_last_call
4,5,Publisher,ASMUSSENE,Asmussen Steven,6-5,82.0,104.0,7,0,0.0,0.0,0,0,1,0,20Nov25,1^0.0625(s),3(older)(Md)(Sp)(Wt)85k,85,4^2.5,2^2.25,28Sept25,1^0.125,OkDrby-G3,86,5^4,4^8.5,5July25,1^0.0625S,IndnaDby-G3,93,5^5,4^1.75,3May25,12(c),KyDerby-G1,61,15^6.75,14^32.25,29Mar25,1^0.125C,ArkDerby-G1,95,9^11,2^2.5,23Feb25,1^0.0625,Rebel-G2,86,11^15,4^3.75,25Jan25,1^0.0625(c),Southwst-G3,81,6^3.5,7^7.75,29Dec24,1^0.0625C,(Md)(Sp)(Wt)110k,92,5^2,2^1.5,22Nov24,1^0.0625,(Md)(Sp)(Wt)118k,66,5^2.5,3^3,27Sept24,1,(Md)(Sp)(Wt)122k,60,5^4.5,3^2.25,12Aug24,7f,(Md)(Sp)(Wt)71k,67,4,3^2.75,,,,,,
4,6,FightTime,ARRIETAF,Compton Greg,20-1,80.0,68.0,1,0,1.0,0.0,0,0,0,0,6Dec25,6f(A),3(older)(Md)(Sp)(Wt)100k,66,12,7^2.25,26Nov25,6f(c),3(older)(Md)c-75000,71,11,4^2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,BonTemps,DELACRUZW,Contreras Cipriano,30-1,92.0,69.0,8,0,,,2,0,2,0,16Nov25,7^0.50f,3(older)(Md)100000,32,5,^3,23Oct25,1^0.0625S,3(older)(Md)c-50000,32,8^6.5,8^37.75,26Sept25,1(T),3(older)(Md)75000,55,5^2.5,5^9,11Aug25,1^0.0625(T),3(older)(Md)50000,64,6^2.75,2^8,13June25,1,3(older)(Md)100000,69,1^0.50,3^10,3May25,7f(c),3(older)(Md)(Sp)(Wt)117k,59,1,6^17.25,29Mar25,6f,(Md)(Sp)(Wt)110k,55,7,9^10,7Mar25,1^0.0625,3(older)(Md)(Sp)(Wt)110k,67,1^1,5^2.75,8Feb25,6f,3(older)(Md)(Sp)(Wt)110k,64,3,5^8.25,25Jan25,1^0.0625(c),Southwst-G3,39,2^1,^8,4Jan25,1^0.0625,SmrtyJnsL250k,76,4^1.75,4^5,21Dec24,6f,(Md)(Sp)(Wt)110k,61,7,4^5.5
4,8,Barker,VAZQUEZRA,Davis Christopher,12-1,96.0,72.0,3,0,0.0,0.0,1,0,1,0,16Nov25,7^0.50f,3(older)(Md)100000,67,1,3^3.5,22Oct25,6f(c),3(older)(Md)(Sp)(Wt)109k,64,12,7^12.75,13Sept25,6f,3(older)(Md)(Sp)(Wt)123k,76,11,7^4,28Aug25,1(T),3(older)(Md)(Sp)(Wt)180k,69,4^2,6^10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,MysticalMerlin,JARAF,Schultz Lindsay,20-1,108.0,47.0,3,0,,,0,0,1,0,8Oct25,5^0.50f,3(older)(Md)(Sp)(Wt)50k,63,1,3^4.25,31Aug25,6f,3(older)(Md)(Sp)(Wt)56k,70,1,2^(neck),3Aug25,6f(s),3(older)(Md)25000(25-20) -W,71,2,2^0.50,11July25,1,3(older)(Md)(Sp)(Wt)51k,65,5^4,5^4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,Wobbegong,TORRESCA,Shorter Aaron,12-1,102.0,49.0,3,0,0.0,0.0,0,0,0,0,26Nov25,6f(c),3(older)(Md)75000,73,9,2^1.25,29Oct25,6f,3(older)(Md)c-30000,68,10,2^(neck),24Sept25,6f,3(older)(Md)20000,70,4,2^2,17Aug25,6f,3(older)(Md)(Sp)(Wt)100k,40,1,10^27.25,27June25,6^0.50f,3(older)(Md)(Sp)(Wt)122k,38,3,11^20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,BestFlatOut,ESPINOZAA,Prather John,9-2,,,0,0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,Yancopin,TORRESCA,Witt II,7-2,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,RokuNana,DELACRUZW,Loy F,30-1,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,IgnitingEmbers,HARRK,Rengstorf Tony,6-1,75.0,35.0,4,0,0.0,0.0,0,0,2,0,13Dec25,6f,(state)(Md)(Sp)(Wt)100k,34,4,9^14.75,3Sept25,6f,(Md)(Sp)(Wt)23k,45,4,2^0.75,27July25,5f,(Md)(Sp)(Wt)24k,19,6,5^12,3July25,4^0.50f,(Md)(Sp)(Wt)23k,49,5,HarrK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Bernardi,HUCKABYR,Martin Timothy,20-1,,,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,ArkansasDave,TRIANAAJR,Haran John,15-1,46.0,38.0,1,0,0.0,0.0,0,0,0,0,29Nov25,5f,(Md)20000,20,9,5^13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,BaliDeen,POSTONAK,Gonzalez Jaime,8-1,,,0,0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,MidnightWhirl,BEJARANOR,Morse Randy,2-1,66.0,54.0,1,0,0.0,0.0,0,0,0,0,13Sept25,6^0.50f,(Md)50000,32,10,6^15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,Monadnock,BEALMEARJC,Silv^5 Miguel,20-1,,,0,0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,Huckaby,ROMANEA,Moquett Ronald,15-1,36.0,66.0,1,0,0.0,0.0,0,0,1,0,31Oct25,6f,(Md)50000,28,8,6^12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,Brysonards,GARCIAE,Milligan Allen,30-1,,,0,0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,ArcoThunder,ELLIOTTJ,Dixon Tim,30-1,59.0,39.0,4,0,,,0,0,1,0,13Dec25,6f,(state)(Md)(Sp)(Wt)100k,27,9,10^17.75,19Nov25,5f,(Md)(Sp)(Wt)36k,21,8,4^10,24Oct25,5f,(Md)(Sp)(Wt)41k,16,7,6^12,25Aug25,5f,(Md)(Sp)(Wt)20k,9,4,5^12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,ElDiabloRojo,ARRIETAF,Williams Sean,4-1,79.0,81.0,45,7,0.0,0.0,9,0,19,0,29Aug25,5^0.50f(c),3(older)(Alw)16000s,78,7,1^1.5,17Aug25,6f,3(older)(Clm)20000(20-18),72,5,4^3.5,6July25,5f(X),3(older)OC17k/SAL12k,81,9,1^0.75,26Apr25,6f,4(older)(Clm)20000N2Y,77,7,2^(nose),6Apr25,6fC,4(older)(Alw)12500sN2Y,67,6,7^5.5,8Mar25,wf^S,4(older)(Alw)12500sN2Y,79,11,3^2.25,26Jan25,6f,4(older)(Alw)10000sC,74,4,5^3.25,27Dec24,6f,4(older)(Alw)10000sC,76,5,2^2.25,7Dec24,5^0.50f,4(older)(Alw)10000sC,84,6,1^0.50,15Nov24,5^0.50f(c),3(older)OC10k/SAL8k,73,8,2^3.25,6Sept24,5^0.50f,3(older)(Clm)12500(12.5-10.5),74,10,5^6.75,16Aug24,6^0.50f,3(older)(Clm)16000(16-14),55,8,9^12.50
6,2,CaramelChip,TORRESCA,Kantarmaci Mertkan,9-2,91.0,79.0,38,9,1.0,0.0,6,0,14,5,30Nov25,7f(c),3(older)(OC)100k/N3X,79,7,8^7.25,14Nov25,7f,3(older)(Clm)c-50000,80,1,3^3,30Oct25,1,3(older)(OC)100k/C,78,3^1,7^9.25,20Sept25,6^0.50f,4(older)PrxSprintB150k,84,4,6^2,19Aug25,6^0.50f,4(older)StatRepSpB75k,83,6,2^2.75,18July25,1Ñ,3(older)(OC)100k/C-N,78,8^6.25,5^7.25,28June25,6f(S),3(older)DeFrncsML168k,85,4,3^1.75,16May25,6^0.50f,3(older)(OC)175k/N2Y,93,2,2^1.5,1May25,6f,3(older)(OC)100k/N3X-N,-,6,-,8Apr25,7f,4(older)Cmnwlth-G3,81,7,6^7.75,1Mar25,7f,4(older)(OC)62k/C-N,92,1,1^(neck),8Feb25,6fS,4(older)PelicanL100k,82,1,2^(neck)
6,3,WindofChange(Brz),VAZQUEZRA,Hewitt Michael,5-1,99.0,63.0,32,7,2.0,0.0,3,0,19,4,6Nov25,6f,3(older)(Alw)10000sC,71,2,2^(nose),3Oct25,5f,3(older)(Alw)10000s(C),84,2,1^6.75,5Sept25,6f,3(older)(Alw)10000sC,85,4,1^4,15Aug25,5^0.50f,3(older)(Clm)10000,75,5,1^5.5,1June25,6f,3(older)(Clm)15000B,84,2,1^2.25,17May25,7^0.50f(T)(S),3(older)OC20k/SAL10k-N,66,3,6^5.25,2May25,6f,3(older)(Clm)c-12500B,74,1,1^(neck),23Mar25,6f,4(older)(Alw)12500sC,65,7,7^5.25,8Mar25,wf^S,3(older)(Clm)c-8000B,68,7,2^2.75,8Feb25,6f,4(older)OC20k/SAL16k-N,76,8,4^5.25,23Jan25,6f,4(older)(Clm)30000N1X,68,9,7^6.75,3Jan25,6f(c),4(older)(Clm)15000(15-10),73,8,2^1.5
6,4,Sutherland,TORRESJA,Kantarmaci Mertkan,20-1,97.0,54.0,18,3,2.0,0.0,8,1,10,2,12Nov25,6^0.50f,3(older)(Clm)16000,71,1,1^0.50,12Oct25,7f,3(older)(Clm)16000,59,1,5^4,24Sept25,6f,3(older)(Clm)c-12500,61,2,4^2.5,12Sept25,6^0.50f(S),3(older)(Clm)12500,74,3,2^1,5July25,6f,3(older)(Clm)16000,65,4,6^9.25,12June25,6f,3(older)(Clm)16000B,78,1,1^1.25,10May25,6f,3(older)(Clm)20000B,65,2,5^2.75,8Mar25,6f,3(older)(Clm)20000B,65,8,7^5.5,24Jan25,1^0.0625,4(older)OC55k/SAL55k,72,3^2,6^7.5,22Dec24,6f,3(older)(Clm)30000(30-25)N3L,68,9,6^6.75,23Nov24,7f,3(older)(OC)20k/N2X-N,75,7,3^6.75,24Oct24,7f(C),3(older)(Clm)c-30000B,54,2,5^10
6,5,LordMajesty,BEJARANOR,Jacobson David,15-1,98.0,52.0,6,2,0.0,0.0,1,0,6,2,23Nov25,6f(c),3(older)(Clm)12500,74,3,1^(neck),5Nov25,6f,3(older)(Clm)5000B,73,1,2^2,14Oct25,6f,3(older)(Clm)10000B,57,2,4^2.25,7Oct25,6f,3(older)(Alw)34000N1X,58,3,8^8.5,24Sept25,5^0.50f,3(older)(Clm)10000B,64,2,3^2.5,8Sept25,5f(T),3(older)(OC)50k/(C) -N,46,9,9^12,28Aug25,6f,3(older)(Clm)c-5000B,41,2,6^11,12Aug25,6f(s),3(older)(Clm)8000N2X,60,3,1^(head),25June25,5^0.50f,3(older)(Clm)15000 (15-10)N2L,42,4,3^4.5,3June25,5^0.50f,3(older)(Md)20000,45,5,1^0.50,,,,,,,,,,,,
6,6,TurnUptheTrees,SAEZL,Jacobson David,5-2,125.0,45.0,15,4,2.0,2.0,1,0,10,3,13Dec25,6f,3(older)(Alw)115000N1X,75,1,6^4,27Nov25,6f,3(older)(Alw)50000sN1X,85,3,1^1.75,10Oct25,6f(C),3(older)(Alw)12500sC,54,1,5^17.50,17Sept25,6f,3(older)(Alw)12500sC,88,3,2^(head),9Aug25,6f(C),3(older)OC40k/SAL20k-N,85,1,2^1.75,14July25,6^0.50f,3(older)OC40k/SAL20k-N,93,3,1^0.75,18June25,6f,4(older)(Alw)12500sC,84,3,2^2.75,16May25,6f(C),3(older)(Alw)50000sN1X,58,3,7^11.25,6May25,6f(S),3(older)OC20k/SAL16k-N,91,3,1^7.75,27Dec24,5f(A),3(older)(Clm)25000B,87,4,1^3.75,6Dec24,5^0.50f(A),3(older)(Clm)c-12500N2L,71,2,1^5.75,22Nov24,7f,3(older)(Clm)35000B,67,4,3^9.5
6,7,Vale,DELACRUZW,Loy F,12-1,116.0,52.0,35,5,0.0,0.0,1,0,29,5,13Dec25,6f,3(older)(Clm)30000(30-25),77,2,6^3,19Sept25,1,3(older)(Alw)30000sC,59,4^1.5,4^14,8Sept25,6f,3(older)(Alw)37873N1X,81,1,2^(nose),22Aug25,6f,3(older)(Alw)47570N1X,72,2,3^3.75,31July25,6f(S),3(older)(Clm)20000B,70,3,1^1.5,11July25,6f,3(older)(Alw)40006N1X,60,3,6^10,14June25,6f(S),3(older)(Alw)10000sN1X,84,1,1^4,19Apr25,6f(C),4(older)(Alw)12500sN2Y,68,6,5^2,6Apr25,6f(c),4(older)(Clm)35000B,72,3,5^7.5,22Mar25,6f,4(older)(Clm)20000N1X,74,2,3^3.5,8Mar25,wf^S,4(older)(Alw)12500sN2Y,68,9,4^6.75,8Feb25,6f,4(older)OC20k/SAL16k-N,72,4,6^7.25
6,8,BigGain,ROSADOJ,Casse Norm,15-1,73.0,86.0,12,2,0.0,0.0,1,0,2,1,20Aug25,1(X)(s),3(older)(Clm)c-40000,40,4^3,5^24.50,13Aug25,7f(s),3(older)(Clm)32000,63,6,4^11.25,13July25,6f(c),3(older)(Clm)c-25000,62,7,4^5.75,20June25,1,3(older)(Alw)50000sN1X,73,3^1,3^6.5,24May25,6^0.50f(C),3(older)(Clm)c-17500N3L,76,8,1^1,27Apr25,6f,3(older)(Clm)c-(12.5-10)N2L,72,2,1^5.5,12Apr25,1^0.0625,3(older)(Clm)20000N2L,64,3^1,7^7.5,28Mar25,1^0.0625,3(older)(Clm)32000N2L,52,4^1.5,10^12.25,28Feb25,1^0.0625S,3(older)(Clm)c-12500N2L,71,3^2,2^1.25,23Jan25,1^0.0625,3(older)(Md)12500,67,3^0.50,1^3,14Dec24,1,3(older)(Md)20000,52,4^3,3^2.5,7Dec24,1(s),3(older)(state)(Md)50000,49,5^2.5,3^1
6,9,Raymond,BACONTW,Martin Timothy,7-2,93.0,75.0,30,9,1.0,0.0,0,0,26,8,15Nov25,6f,3(older)(Alw)8000sC,75,7,4^6,7Sept25,6f,3(older)OC12k/SAL8k-N,75,4,2^0.50,9Aug25,6f(S),4(older)(Alw)8000sC,78,4,1^1.75,4July25,6f,3(older)IowaSpntB123k,81,2,4^2.75,24May25,6f(s),4(older)OC20k/SAL12k-N,83,3,1^(neck),2May25,6f,4(older)LakHamltnB200k,82,5,4^12.50,13Apr25,6f(C),4(older)(OC)25k/N1X-N,95,5,1^3,8Mar25,wf^S,4(older)(Alw)12500sN2Y,84,7,1^1.75,26Jan25,6f,4(older)(Alw)10000sC,82,3,1^1.75,4Jan25,6f,4(older)(Clm)10000B -W,82,11,1^2.5,19Aug24,6f(C),3(older)OC10k/SAL5k,71,3,2^4.75,28July24,5^0.50f(S),3(older)(Clm)15000(15-12.5),69,3,4^2.75
7,1,Underhill'sTab,BACONTW,Hartman Chris,9-2,79.0,90.0,21,3,1.0,0.0,0,0,5,0,25June25,1^0.0625,4(older)(Clm)c-32000,71,4^2.5,3^4.75,7June25,7^0.50f,4(older)(Clm)62500,69,5,5^7.25,12Apr25,1^0.0625(c),4(older)(OC)62k/N2X-N,75,7^7.25,8^18.25,16Mar25,1,4(older)(OC)62k/N2X-N,82,9^11,6^6.25,25Jan25,1^0.0625,4(older)(OC)62k/N2X-N,83,5^3.25,3^5.75,13Dec24,1^0.0625,3(older)(OC)50k/N2X-N,84,3^1.5,4^9.25,23Nov24,7f,3(older)(OC)80k/N2X-N,83,3,6^6.5,20Sept24,1^0.0625(A),3(older)PIDMileL150k,79,5^3.5,7^5.75,22July24,1,3(older)(OC)50k/N$Y-N,92,7^4.5,3^1,7June24,7f,3(older)(Alw)120135N1X,88,2,1^(neck),2May24,7^0.50f(S),3(older)(Alw)123155N1X,86,1,3^4,30Mar24,1^0.0625(c),4(older)(Alw)150000N1X,83,2^2.5,3^1.75
7,2,CreativeMinister,VAZQUEZRA,Ramirez-Rodriguez Abel,4-1,57.0,107.0,24,2,0.0,0.0,3,1,5,0,14Nov25,1(C),3(older)(Alw)42000C,75,7^7.25,5^5.25,18Sept25,7^0.50f(T),3(older)(Alw)44000NC,77,7,6^4,23Aug25,1,3(older)(OC)50k/N3X-N,87,5^5.5,2^3.25,11July25,1,3(older)(Alw)39000NC,82,8^10,4^5.75,28June25,1^0.125(T),3(older)TXTrfClscB250k,78,8^4.75,7^9.25,26May25,1(C),3(older)SSxtnMle-G3,84,9^9.5,4^6.5,4May25,1(T),3(older)(Alw)39000NC,87,8^8.75,1^0.75,24Apr25,1^0.0625,4(older)(OC)75k/N$Y-N,83,7^7.25,4^4.5,22Mar25,1^0.0625,3(older)(Clm)c-50000N3L,87,6^8.5,1^(neck),23Feb25,1^0.0625(s),4(older)RazrbakH-G3,76,14^11,10^16.50,25Jan25,1^0.125(s),4(older)ËGnMcArthrB145k,87,6^8.5,3^2.25,13Dec24,1^0.0625,3(older)(OC)50k/N2X-N,86,5^3.5,3^7.75
7,3,Onthestage,ASMUSSENE,Asmussen Steven,8-1,65.0,102.0,17,3,0.0,0.0,0,0,10,3,14Sept25,1^0.0625,3(older)(Clm)25000,72,7^4,3^7.25,16Aug25,1^0.125,3(older)(Clm)32000,69,5^9,6^6,20July25,1,3(older)(Clm)40000,70,9^9,6^5,12Apr25,1^0.0625(c),4(older)(OC)62k/N2X-N,81,8^1,7^11,16Mar25,1,4(older)(OC)62k/N2X-N,65,12^17,11^2,16Feb25,1^0.0625,4(older)(OC)62k/N2X-N,78,8^9,5^8.5,18Jan25,1(c),4(older)(Alw)130000N1X,82,10^9,1^(neck),12Dec24,1^70,3(older)(Alw)36000N2X,83,9^7,2^(head),22Sept24,1^0.0625,3(older)(Clm)50000B,77,7^3.75,3^5.25,12Aug24,1^0.125,3(older)(OC)50k/N$Y-N,70,7^7.25,6^8.5,29June24,1^0.0625(s),3(older)(OC)80k/N2X-N,77,7^6.75,7^13.25,18May24,1^0.0625(s),3(older)(OC)80k/N2X-N,83,2^1,2^1.5
7,4,Hern,ESQUIVELE,Contreras Cipriano,5-1,93.0,89.0,25,5,0.0,0.0,1,0,12,4,25Sept25,1^70(X),3(older)(Clm)c-25000B,82,2^1,1^5.75,28Aug25,1^0.0625,3(older)(OC)50k/C,67,5^4.5,6^15.75,12Aug25,1^70,3(older)(OC)50k/C,82,4^3,2^0.75,18June25,1^0.0625(s),3(older)(OC)62k/C-N,79,5^3.5,3^6.5,28May25,wf,3(older)(OC)62k/C,62,5^4,5^17.50,3May25,1^0.0625(c),4(older)(OC)35k/N1X-N,63,4^3,10^14.75,13Apr25,1^0.0625,4(older)(Clm)32000N2Y,81,1^0.50,2^1.5,9Mar25,1^0.0625,4(older)OC50k/SAL50k-N,63,5^3.5,9^15.50,1Mar25,1(c),4(older)(Alw)130000N1X,58,5^2.5,9^17.75,8Feb25,1^0.0625,4(older)(Clm)50000(50-45),82,4^3.5,2^2,18Jan25,1(c),4(older)(Alw)130000N1X,66,7^6.5,7^9.25,6Oct24,1^70,3(older)(OC)50k/C,78,4^6,1^1
7,5,AmericanOutlaw,SANTANARJR,Casse Norm,15-1,105.0,59.0,24,4,0.0,0.0,2,0,3,0,15Nov25,7f(c),3(older)(Alw)16000sC,65,5,10^17,27Sept25,6f,3(older)(Clm)c-16000,74,7,3^2.5,9Aug25,6f(C),3(older)OC40k/SAL20k,66,4,5^10,27June25,6f,3(older)(OC)c-20k/N1X,77,4,2^1.25,1June25,6^0.50f,3(older)(OC)20k/N1X,82,1,2^(head),10May25,5f(T),3(older)(OC)30k/N2X,57,6,7^7.75,26Apr25,6f,3(older)(Clm)25000B,78,4,1^3.5,7Mar25,4^0.50f,3(older)(Alw)38300(C),50,8,RamosC,8Feb25,6f,4(older)OC20k/SAL16k,45,5,9^19.25,5Jan25,6f(c),4(older)(OC)62k/N2X-N,37,7,^3,9Dec24,5^0.50f,3(older)(Alw)60000(C),53,8,6^8.5,4Nov24,6f,3(older)(Alw)55000N3L,73,1,1^4
7,6,Sara'sShaman,TRIANAAJR,Young Bob,3-1,96.0,85.0,10,2,3.0,1.0,5,0,7,2,18Sept25,7^0.50f(T),3(older)(Alw)44000NC,73,4,7^5.75,11July25,1,3(older)(Alw)39000NC,92,4^2,1^0.50,14June25,1(C),3(older)(OC)40k/C-N,75,3^1.5,4^4,26May25,1(X),3(older)(OC)30k/N2X-N,88,6^2.75,1^2,5Apr25,7fS,3(older)(Alw)35000N2X,87,1,2^(nose),8Feb25,1,3(older)(Alw)35000N2X,75,2^1,3^3,12Dec24,1^70,3(older)(Alw)36000N2X,69,4^3,7^9,24Oct24,1(C),3(older)(Alw)36000N2X,81,1^2,2^0.75,4Oct24,1(T),3(older)(Alw)36000N3L,77,5^2.25,6^3,20Sept24,7f,3(older)(Alw)36000N3L,76,1,2^1,30Aug24,6^0.50f,3(older)(Alw)36000N3L,64,3,3^4.75,14July24,7f,3(older)(Alw)33500N1X,84,2,1^1
7,7,Unload,SAEZL,Maker Michael,8-1,93.0,83.0,14,3,1.0,0.0,3,0,3,1,14Nov25,7f,3(older)(Clm)50000,70,2,6^7.5,16Oct25,1^0.0625,3(older)(OC)80k/N2X,67,9^5,11^16,31Aug25,1(T),3(older)(OC)80k/N2X,71,4^1.5,10^11.50,11Aug25,1^0.125,3(older)(OC)c-50k/N$Y,81,3^1.5,3^2.5,5July25,1^0.125(S),3(older)CrnhskrH-G3,84,1^1,5^5.75,7June25,1^0.0625(T)(c),3(older)(OC)50k/C-N,77,2^(head),5^7.25,12Apr25,1^0.0625(c),4(older)(OC)62k/N2X-N,90,3^3,4^8.75,22Mar25,1^0.125(c),4(older)EssexH-G3,26,3^0.50,6^49,25Jan25,1^0.0625,4(older)(OC)62k/N2X-N,78,1^(head),7^8.75,5Jan25,1^0.125(c),4(older)TinselL175k,75,2^1.5,5^12,26Nov24,1^0.0625,3(older)ZiaChampB125k,89,2^4,3^3.75,27Oct24,1^0.125C,3(older)DownsAlbHB200k,80,2^0.50,3^2.25
7,8,PatsProperty,HUCKABYR,Haran John,20-1,108.0,69.0,28,5,1.0,1.0,0,0,14,2,21Aug25,1^0.0625,3(older)OC25k/SAL15k,68,1^0.50,5^9.5,31July25,1^70(X)(s),3(older)(OC)50k/C,62,3^8,4^9.25,3May25,1^0.0625,4(older)(Clm)40000B,70,4^3,10^7.5,24Apr25,1,4(older)(Alw)35000sN2Y,76,1^1.5,5^6,23Mar25,1^0.0625,4(older)(Clm)50000(50-40)N2Y,78,1^1,4^9.75,8Mar25,1^0.0625,4(older)(Clm)40000(40-35)N1Y,83,1^1,1^(neck),8Feb25,1,4(older)(Clm)30000(30-25)N1X,75,3^2.5,3^2,17Jan25,1,4(older)(OC)75k/N4L,60,8^5.25,8^14.50,22Dec24,1^0.0625,3(older)(Alw)50000sN2Y,75,1^0.50,6^3.5,6July24,1^0.0625,3(older)(OC)50k/C,84,2^(head),1^5.25,30Mar24,1^0.0625,4(older)(OC)75k/N2X-N,83,2^1.5,4^6.5,25Feb24,1,4(older)(OC)100k/N$Y-N,81,1^1.5,6^6
7,9,EyeWitness,TORRESJA,Caramori Caio,20-1,103.0,73.0,6,1,3.0,2.0,7,1,1,1,8Oct25,1^0.0625,3(older)(Clm)32000,76,1^1.5,1^(neck),28Aug25,1^0.125(T),3(older)(OC)50k/N2X,70,1^2,6^8.25,31July25,1^70(X)(s),3(older)(OC)50k/C,66,1^(head),3^7,28June25,5f(T)(C),3(older)GrpTfSprtB125k,77,8,6^5.75,16May25,6^0.50f,3(older)(Alw)20500C,69,5,2^2.5,30Apr25,5f(T),3(older)(OC)80k/N2X,76,8,10^5.5,12Apr25,6^0.50f(c),4(older)(OC)80k/N2X,63,5,6^15.50,5July24,5f(X)(S),3(older)WmGarrttHB100k,74,4,4^8,22June24,6f,3(older)(OC)100k/N3X-N,79,1,6^7,25Apr24,7f(S),4(older)(OC)100k/N3X-N,90,3,2^3,9Mar24,6f(A)(C),4(older)BigDaddyL95k,73,1,7^5.75,7Oct23,5^0.50f(T)(c),3(older)Woodford-G2,74,12,11^9.25
7,10,Winit,MENDOZAA,Ward Dan,12-1,87.0,91.0,18,3,0.0,0.0,1,0,16,4,28Aug25,7f(C),3(older)(Clm)v-50000,-,3,-,28June25,7f(s),3(older)(Clm)c-50000B,77,4,4^1.5,8Mar25,1,4(older)(OC)c-62k/N2X,87,8^3.75,5^3.75,4Jan25,1(s),4(older)(OC)80k/C-N,82,5^2.5,5^7.75,24Nov24,1,3(older)(OC)c-80k/C,94,2^0.50,2^(nose),26Oct24,1(C),3(older)FortyNnr-G3,89,8^7.75,3^2,26Sept24,1(c),3(older)(OC)80k/C,70,5^2.75,10^14.50,23Aug24,1,4(older)(OC)80k/C,86,1^1.5,3^2,3May24,1(s),4(older)Wstchstr-G3,84,4^3.5,4^7.25,7Apr24,1(S),4(older)(OC)80k/C-N,94,3^(neck),1^2.25,7Mar24,7fS,4(older)(OC)80k/C-N,83,3,3^4,26Jan24,1^0.125C,4(older)(OC)80k/C-N,65,6^5,7^19.75
